Rating,Review
2,"I am a Shakespeare lover since childhood. I am also a Jew. Merchant of Venice is anti-semitic through and through no matter how hard scholars and literature lovers try to re-interpret it.  In the play, Shylock is portrayed as demonic and cold-hearted and has no forgiveness, no warmth, no love except for money and cruel revenge, whereas the Christians are kind, moral people. His motives in the play revolve around money (he plots revenge from the start based on damage caused to his business as well as blind racial hate), not noble ideals or hurt racial pride as this movie wants you to believe. And this characterization is given to him by Shakespeare himself, not by the other characters. As final proof, the happy ending is where the Jew loses his money and is forced to convert to Christianity.  I acknowledge this and move on. It is part of history and I enjoy Shakepeare despite this fact. Therefore I expect a movie based on this play to play it straight. I would much rather see the work adapted for its rich language and storytelling without any whitewashing.  But many of the the bard's artful subtleties and playful characters are lost in this movie. For example, in the last scene where the men discover Portia's undercover work as a man who also took away their rings, instead of the playful game of words and misunderstandings as the truth reveals itself, it becomes a mean-spirited game where two bitchy women play cruelly with their soon-to-be husbands.  So instead, we are only left with lovely detailed sets, fragments of the rich language with poor reinterpretation, poor casting, one intense courtroom scene, and a controversy.  The truth is, I think it would be much easier to identify the anti-semitism in the story and move on if it were left as is. Despite all the whitewashing the makers of this movie pulled out of their hats, there is plenty of hatred left, only now people can make excuses and pretend the portrayal of Jews isn't so bad anymore.  And finally, another problem is with most of the actors being miscast. Pacino is way out of his league and is very uncomfortable with the language, not to mention the horribly fake accent. Fiennes as Bassanio is charmless and awkward with the language. Irons is dependable as always but doesn't do much with his role. Portia is somewhat OK but unlikeable, and covered in bad makeup, just like the movie."
10,"i have seen this movie about 50 times already and it doesn't look like i am ever going to get bored of it. i always watch it with my best friend and it has become sort of a tradition for us now to watch it almost every month. every single time we see this movie we both get really emotional and we laugh and cry in front of the TV together and sing all the songs in a loud voice and in the end we always dance.by now we practically know even the whole dialog by heart and watching the film feels like seeing our own old friends on TV.  this film is perfect! even though i have to admit that the story itself is a bit cheesy but the characters, the dance, the music and even the place where it all takes place make you forget all about it and you start believing that things like that really do happen and that the song ""all you need is love"" actually has some kind of a meaning.  i am really a normal person and not too serious about this comment of mine but i just cant wait until the next time we'll be able to see Dirty Dancing."
2,"Most of the critiques on this flick have been pretty damn accurate. It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life. There is about twenty minutes of magic, and absolutely no scary or thrilling moments. Our actress are treated like pieces of ass, and seem to be perfectly happy with their position. The lead characters, these sons of ipsmith are walking poster boys for any pop culture clothing store. You can't relate with them, hell you barely can understand them. The story steps all over itself and when it finally gets to the final battle, its no more than a volleyball match that doesn't last long enough to make up with this trashed script raped from the O.C."
10,"I love this movie!! Sure I love it because of Madonna but who cares - it's damn funny!!! *ALANiS Rocks*. When I first saw this film in the theatres back in 1987, I thought it was all out hilarious! Madonna is so funny and I love her dubbed accent and wacky/funky look. The all-time funniest part is when Madonna(Nikki) screams at a man who is about to get into a taxi. And also when Griffin Dunne(Louden)trips and falls at the apartment interview scene. **ALANiS Rocks**. Madonna's character Nikki steals/shop lifts and fools people throughout the whole movie - her hilarious antics are enough to keep you on the floor the whole time. ""Didn't rob nothin', when you rob a store you stick up the cashier. We busted a few tapes, there's a bit of a difference"" I love that!!! It's classic. ***ALANiS Rocks***. I don't know why this movie got slammed the way it did. I see nothing wrong with it - course maybe if you're a huge Madonna fan then whatever she does is just awesome. Anyone out there who wants to see some funny, classic entertainment then watch ""Who's That Girl?"" And another very important fact that of which should be known to all man kind or at least to all that exist, ALANiS will always ""rock ya"" completely to the end! So does Madonna in this film, and just entirely! Her acting is superb!"
2,"I've always said that there's nothing to beat the original form: the comics. I've been proved right again. This, like all of the other movie takes on the Asterix series, failed to impress. The makers of this movie don't get it that what makes all the other such comic-turned-movies (x-men, superman et al.) ventures successful is that they all deviate from the original comic versions and adapt it to make it more watchable. Agreed, this movie did deviate, in the sense that this movie was a cross of two Asterix books, viz. Asterix and the Great Crossing & Asterix and the Normans. Also, uncharacteristic of the Asterix series (save Asterix and the Secret Weapon) , a love interest for one of the main characters was introduced. All this ended up doing was create a childishly immature storyline. The funny parts were very few and far between. All in all, a total waste of time and money watching this, let alone at theaters, even at home."
7,"This Don Siegel/Clint Eastwood strange and hypnotic drama was left by the wayside in 1971 and what a pity. A fascinating character study with some great women for Squint to deal with. Geraldine Page was one of our supreme actresses and she's perfectly cast. Young Jo Ann Harris is a flirty minx, and Elizabeth Hartman (who died too young) is undeniably repressed.  A 7 out of 10. Best performance = C. Eastwood. Released the same year as DIRTY HARRY, this did no business, beside getting some good reviews. Seek this out unless you're only into ""Explosion"" films. Very subtle and frightening, this piece will stick with you."
9,It's a short movie for such immense feelings. The last 20 or so minutes are among the most intense in the recent years of the industry. Huston (John) is dying and only love can make the difference. The actor's work in the long evening scene is absolutely marvellous.
4,"Okay, I haven't read the book yet but I have to say that the lead character was miscast. How can I say such a thing haven't read the book you ask? It's simple. As a viewer of this miniseries, I grew irritated by the mannerisms, gestures and look of the lead character, Fannie Price. It's one thing to be a good person but it's quite another to be a stick in the mud creature who disdains from looking anyone in the face or otherwise meeting their gaze. Apart from the overdone ""Susan B. Anthony"" profile, she seemed resolute in refusing to look at another person. The scene where Edmond is pouring his heart out to her, she is looking straight ahead the whole time, forcing him to do the same. As a result, it was just awkward and I just couldn't fathom anyone being in love with her let alone both Henry and Edmond. Many have said it was true to the book, if that is the case I find it hard to believe that Jane Austen would create such a character as her lead heroine. It's possible to create a character who has been put upon by others and succeeds in earning their trust and endearment but the portrayal of this character in this miniseries just didn't do it for me."
2,"Imagine if you will: four teen students have an assignment to spend the night in a haunted house in St. Francisville, Louisiana to check for the existence of the paranormal. If you watch this in the dark and late at night; you possibly will have the hair on the back of your neck rise a couple of times. Otherwise this mock documentary is a very lazy rip off of BLAIR WITCH PROJECT. What is to be dialogue is very lame and the actors are pleasant looking enough, but seem to lack genuine personality. It seems to take forever before something real spooky even happens. This movie is excellent for 'sleep overs', when you have both eyes barely open and everyone is yakin' and snackin'."
10,"I had to get this movie, since it didn't come to where I live. I waited patiently and it was worth the wait. I totally fell in love with this movie. The chemistry between Walters and Grint you could see, since they also worked together on the Harry Potter movies.The woman who plays his overbearing, righteous mother really had me convinced all right and how much of a hypocrite she is, I think she did a great job playing the role. I only wish we could of had seen the actually sex scene or more of it. LOL, but of course we just have to use our imagination on how it went down. (snickers) I totally thought the movie was worth the wait and if you want a good movie to watch. Rent this movie. I do have to say that Rupert really did a great job and it's nice to see that he's doing movies outside of Harry Potter,even though I totally love him as Ron Weasley. The whole cast did a great job and I hope Rupert continues to act outside of Harry Potter to broaden his skill!"
10,"I have to admit that when I first heard about the Apocalypse film it was a worry.  I mean, they have a lot to live up to, don't they? When they first did a stage show they won the Perrier award and when they did radio they won a Sony award. When they ventured onto our telly's they won a Bafta award, a Royal Television Society Award and the Golden Rose of Montreux.  When the first series aired in January 1999 it was mind-blowing! A real breath of fresh air in British Comedy, and when the second series aired a year later it built on that foundation and sealed the shows cult status around the world, our web stats show that we have received visitors from every single country on the planet! The 'Local show for Local People' showcased the Gents talent for live performance and opened doors for the gents to do more live performing such as 'Art' in the west end.  The fans favourite has always been the Christmas Special, less of a sketch show and more a tribute to classic horror films yet still wrapped up in the delicious League style.  And then of course there was the 'difficult' third series, still a hit with the loyal hardcore fans of course, but maybe a little bit ahead of its time for a mainstream TV audience.  As I say, a lot to live up to.  So now we have the film and...Well a film is different isn't it? It will be seen by much larger numbers than the radio or TV shows and with the third series in mind I was worried.  Well as you know I was lucky enough to get to see the film yesterday at a press screening in London and all my doubts were blown away (literally) in the first few minutes! I am not going to give plot lines away as some reviewers have done, nor am I going to tell you the catch phrases (although there is really only one) but I will try to tell you what they have managed to achieve with this film! Leaving the cinema on Monday night I could only imagine writing 'Oh my god, it's brilliant, its amazing, its the best thing they have ever done, better than the first, second and specials all rolled into one!' Of course I owe my visitors a much better explanation than that! So, why is it brilliant? This is a film for everyone, the casual fan, the obsessive fan the occasional fan and even for someone who is sat in the wrong cinema! You don't have to have watched the series to enjoy this film; it works on so many levels.  This film reminded me why I am a League of Gentlemen Fan! You can tell that filming was a true labour of love too; the attention to detail is incredible. The sets for the TV show were always detailed but I am going to have to watch the film again just to look at the background! The story moves at a swift pace, the action carrying us from Royston Vasey to the real world where we meet the 'Creators' who are of course the League themselves! Along the way we manage to bump into favourite characters from the show but always within the central story unlike the TV sketch show.  I was glad that the film was dark in places, a little scary and a little strange...only fitting for The League of Gentlemen. The Gents also managed to get their revenge on the BBC censors, not as much slipping in the word 'Mongoloid' as screaming it from the roof tops! Some may think the Gents portrayal of themselves a little indulgent but that's the joke and with that comes my only worry, the in jokes I mention below may puzzle some viewers and they might come over a little too clever...but I shouldn't worry, there is always a poo joke waiting just around the corner and speaking of jokes, they come thick and fast, and in a mixture of clever references, wig jokes, bum jokes, visual jokes and cock gags! I haven't laughed out loud in a cinema since...well, I can't remember! The fans that have been 'with' the League since the beginning are rewarded with loads of 'in' jokes, some that work on two levels, a mainstream audience may laugh at a reference to a compact disc for one reason whilst fans of the Local show will laugh for another reason altogether! The cameos are genius! Peter Kay and Simon Pegg form the strangest double act you have ever seen, Simon getting one of the films biggest laughs just by making a noise! I was a little worried about the 1690's aspect of the film when I first heard about it but as a story within a story I was just getting into it when...but that would be telling! All I need to say is that it fits wonderfully and adds to the overall feel of the film! I am not a professional reviewer of films, so I am finding it difficult to put into words how much I enjoyed this film but for now I will just say that if the supposed benchmark for British Comedy films in recent years was the excellent 'Shaun of the Dead' then I am sorry but a new benchmark has just been set by the inventive, hilarious and sometimes a little scary...The League of Gentlemen's Apocalypse.  Jason Kenny 2005"
10,"A wonder. My favorite film. The most important film about relationships ever made. Brilliant writing. Magnificent directing. Image systems and symbolism that leave you thinking about it all days, weeks, years later. Wow. A truly great work of art."
7,"The story starts out with a soldier being transported to a desert town then goes back in time to tell the tale of how he came to this place. He started out as an officer in Napoleon's army fighting in Egypt but became separated from his unit. After nearly starving and/or dying of thirst he came upon a leopard which somehow became his bosom buddy. It brought him food and before long the soldier became almost totally wild so acute was his bonding with the animal. All things do end however and the man decided it was necessary for him to leave the critter. A very strange film, well written and portrayed. Beautiful scenery from Jordan and Utah which didn't always blend perfectly, but who cares."
1,"i saw this with my with my kids they love it but i don't she did not get run overfed by a reindeer in the song, but what the heck in this crappy movie she got hit by the sleigh, it's like what the heck why why, when my kids heard the sinked they thought it was good but we they watched this they were like this ""daddy why did Granny"" thats how my kids say grandma, any way my kids said this ""daddy why did grandma get hit by a sleigh"" i told them that the movie was crappy they agreed, it's sad why would any one name there dog ""Doofas"" that's just dumb & when every one dressed in black that looked so so i mean Daphne looked like a dang emo goth girl every one looked like Goths & in the song they found grandma on the ground i think she died in the song, but in this weird crappy movie she was gone i think they should take this show off OK every one would love this i give this a 1 out of 10"
7,On a routine mission in Iraq a group of Delta soldiers recover a computer hard drive from an Alqueda training camp detailing the location of weapons specialist Dr Walsh. After witnessing the termination of his top secret weapons development program Dr Walsh finds an alternative funding source and sets up a new research facility deep in the notorious Belzan forest in Chechnya where he is developing weapons and selling them to Chechnyan rebels.The team of Deltas is sent on a black ops mission to retrieve the doctor and his technology before the Russians find him and his lab.What the Delta team soon discover is that the doctors latest weapons is a flock of large carnivorous bats that have been genetically altered to develop a taste for human flesh. I found this movie to be much better than what I was expecting.There is lots of action and lots of blood. Its more or less what you would expect from a creature feature. The acting isn't great but its passable. I have certainly seen worse.Overall its an enjoyable movie for what it is. A good popcorn movie.
9,"Julie Andrews and Rock Hudson were great in this movie / musical. The opening song by Ms. Andrews, ""Whistling Away the Dark,"" will always be in the back roads of my mind. The plot line during World War I, is great and suspenseful one. If you are a romantic, you will love this movie. This is a movie that I always enjoy to see again and again."
7,"Another enjoyable Warner flick. I really liked John Garfield in this, though I'm wondering why Cagney wasn't in the role. Perhaps it was too similar to ANGELS WITH DIRTY FACES? I mean, it's another Dead End Kids story of sorts too, but I really appreciated them here and this film had a lot of nice comical touches along with some good serious drama. The boys work great with Garfield. A nice sequence was the whole ""swimming"" scene which starts out with no cares but winds up coming too close to disaster.  One negative comment: Claude Rains was grossly miscast. As the detective, the fine actor seemed as out of place here as a nun in a whorehouse."
1,"this movie sucks. did anyone notice that the entire movie was shot in like 2 rooms. there are NEVER any outside shots and if there are its obviously film taken from somewhere else. this movie blows hard, painful to sit through too. stay far away."
7,"**Warning! Slight Plot Spoilers Ahead!**  ""The Italian Job"" is not the best movie you'll see all year, or probably even this summer. But it is a worthwhile two hours because it colors within the lines, knowing its limits and not attempting to exceed them.  What carries the movie is the work of the cast. In a movie about a crew of thieves, the individuals must have a good rapport with each other. Without that cohesive feel, the audience doesn't believe in the characters collectively or individually, and the movie never has a chance. But from the first scenes, in which the men joke around and rag on each other while infiltrating a Venetian palace, the proper chemistry is in place.  The characters themselves aren't anything novel; they're your basic gang of criminals, containing about half a dozen players, each with a specific and defining skill. But each actor brings the proper goods to the table for his or her part. Mark Wahlberg's understated acting and humor fits well with his part as the mastermind planner. Edward Norton provides attitude and twirls his mustache well in his dark role. Donald Sutherland is the father figure of the crew, and he looks the part of the suave and old-fashioned thief, who is still mentally spry. Jason Statham, Seth Green, and Mos Def don't do much beyond their character's abilities, but they each nail those parts. Statham as the smooth-operating driver; Green as the tech whiz geek with a chip on his shoulder; and Def as the demolitions man. Charlize Theron slides in well in a part that doesn't ask too much of her. She is primarily asked to to drive fast and look good. That she does. None of the characters are that deep or three-dimensional, but in this familiar sort of movie, two dimensions are all that is required.   As the title implies, the movie has a European feel to it, a la ""The Bourne Identity,"" in part because it was shot on location in Venice, along with Philadelphia and Los Angeles. Also contributing to the Euro flair is the rhythmic, bouncy music, which adds to the upbeat nature of the flick and complements the rapport of the cast. The look of the movie is also a perfect match. The bright colors of all locales enhance the mood and add to the attitude. The Minis not only provide a fun variation on the car chase, but also work as a necessary plot device.   The plot is more or less straight-forward. There are a few surprises, but they are more of the swift-and-smooth-turn variety, as opposed to the drop-your-jaw hairpin curve. Even with those, the movie speeds along. Once the foundation is laid by the first act, everything continuously progresses. Thankfully there are no breaks in the action for a romance, something the movie wisely avoided. There aren't even any breaks for 'real life.' The story has its purpose and runs that course without distractions. The lack of character depth prevents ""The Italian Job"" from being more than a good popcorn movie, but with all the complex details of the heist-planning, such superfluities would have dragged down the pace and quality of the flick.  There are a number of implausibilities that I thought of both during and after viewing. But the movie is so enjoyable that I didn't and don't care. In the real world, most of the movie probably couldn't have gone off that cleanly. But ""The Italian Job"" doesn't take place in the real world. It occurs in a stylish and light-hearted criminal world that appeals to the rebel in all of us.   ""The Italian Job"" is a movie, in the true sense of the word. It has no pretenses of Oscar and contains no deep moral message. It provides pure escapism entertainment and does so quite well.  Bottom Line: Maybe the best popcorn movie of the year so far. 7 of 10."
8,"The first Disney animated film without the strong involvement of Disney himself, this film suffers from the fact that the story is not particularly original or interesting (this is, I believe, the only animated Disney film since the 1940's which is NOT based on an earlier book or other work, but is rather an original story). As others have noted, the plot is essentially a cross between the romance in Lady and the Tramp and the kidnapping/journey home story in 101 Dalmatians.  But to overcome this flaw, the filmmakers have successfully used many of the better features of most of the Disney animated films of the previous 10-15 years: Phil Harris (from The Jungle Book) voicing one of the main characters, follows his duet with Louis Prima in the previous film with another here with Scatman Crothers. The quality visual look of this film is virtually carried over from ""Dalmatians"" (with some nice nods to French Impressionism, it appears), and the villain here (the butler) is strongly reminiscent of the henchmen in that film as well. (This is probably one of Disney's least memorable villains.) The main story goes back and forth between the cats, and the butler's ongoing difficulties with two rural hound dogs (with great voice work by Pat Buttram and George ""Goober"" Lindsey""). The various animal characters are similarly familiar to those who have seen ""Tramp"" and ""Dalmatians."" The cats' owner, while bearing a striking visual resemblance to the wicked stepmother in Sleeping Beauty, bears none of that character's nasty traits and comes across as very warm and generous.  The real strength of the film is the voice work; after first going toward the use of mostly familiar actors in The Jungle Book, the tactic is continued strongly here with Disney veterans Harris and Sterling Holloway from The Jungle Book, and Eva Gabor (who would do a very similar character in the later film The Rescuers), as well as Crothers and Nancy Kulp. All are excellent here, particularly Harris and Gabor in the leads. The character animation is as excellent as one would expect, showing a variety of emotions well.  Smaller children may be upset by a few brief episodes (an escape from the path of a speeding train, a near-drowning by one of the children), but these are not presented in a particularly frightening or dark manner and are over very quickly. Overall, there's very little of the type of more frightening scenes found in many other Disney classics.  One minor oddity is the way some visual aspects of 60's culture are depicted among the jazz-performing cats in supposedly 1910 Paris; one can't help but wonder why the story wasn't set solidly in the present, other than the great deal Paris had changed much of its appearance in the intervening time. It really would have made more sense that way.  The songs, while being pleasant and sometimes very enjoyably performed, are not particularly memorable. Nonetheless, the general energy applied here, the excellent voice work and fine animation all contribute to overcome the relatively few and minor weaknesses. Far from the greatness of classic ""10""s such as Pinocchio or Aladdin, and not quite up to the ""9""s one might give to Sleeping Beauty or 101 Dalmatians, this is probably a rather marginal 8 of 10; perhaps a 7."
9,"I must admit that this is one of the few Lou Costello films that I actually saw in the theater. Most have now been seen on T.V. and I must admit that Lou is really enjoyable and he gets the girl,too. This was my first time seeing Dorothy Provine perform and of course I fell in love with her like so many others that day. I have seen most of the work she has done and enjoyed each one. Her performance in The Great Race is one of the reasons I bought the disc in the first place!  Every comment on this movie tells that this is the one movie that Lou Costello did with out Bud Abbott,which is true,but if Lou had lived he would have made many more. He really does a good job and doesn't have to rely on his old routines to get laughs. I for one am sorry that the little man from Patterson,N.J. didn't get the chance to do that.  I hope this comes out on DVD some time so I can add it to my comedy/sci fi collection."
7,"In this episode, a man and his dog go 'coon huntin' after eating dinner with his wife of 50 years. He's devoted to his wife and his dog.  While hunting, his dog jumps in the river after the dog and he follows. The man dies and doesn't know it. He tries to talk to his wife and his grave diggers to no avail.  What follows is a tug of war between heaven and hell for the man's soul and his dog helps make the decision. He's being tricked by the devil and won't go in to ""heaven"" unless his dog comes with him.  It makes you wonder if all the animal lovers have the right idea and want to go to heaven with them."
8,"It's unbelievable but the fourth is better than the second and the third. After the third that was awful, it's incredible how they could have an unexpected sequel with new ideas. Chuck is the same nasty doll of the previous movies. Interesting the final that lets know that a fifth can be done...."
10,"NOBODY (1999) is a fantastic piece of Japanese noir. It's about three salarymen who get in way over their heads when their innocent, drunken cheapshots p*** off three OTHER guys one night in a bar. When these three mysterious strangers, who are up to much more deviant no-goodness than even the film allows us to know, beat the living daylights out of one of our ""heroes"", the trio decides to return the favour in kind - only they accidentally KILL one of the other guys! The remaining two baddies then begin the systematic destruction of everything these poor schmoes hold dear, including their fast-dwindling sanity. Phaedra Video's DVD sleeve features a critic quote calling the film ""A paranoid street crime freakout!"" or some such, and the term more than applies here. Brooding, tense, very violent and low-key (but still pretty slick), shot largely at night with many deliberately vague moments and character motivations that keep the audience guessing right along with the besieged protagonists (who, to some degree, deserve everything they get!). I give it a 10."
7,"You can take the crook out of the joint, but it seems exceedingly more difficult to take the joint out of the crook. We've seen this kind of character in this kind of situation before (and since): in movies like BOB LE FLAMBEUR, ELEVATOR TO THE GALLOWS, TOUCHEZ PAS AU GRISBI, THE ANDERSON TAPES, etc. Too many times to mention. What helps make this one one of the more notable is (of course) the heist itself, which plays out wordlessly in real time, and the demeanor of the lead. Bogart would think twice before crossing this guy. The ironic ending is perfectly suited to this story (it almost demands it). All around, one of the better films noir."
1,I know if I was a low budget film maker I would probably be checking this page to find out what people are saying about it. So I really hope the creators of the movie actually read this! I think you should find a way to repay me for the hour and a half of life I just wasted watching this garbage. Please STOP making movies about something you probably fantasize about. Just stop making movies all together...you are one of the reasons it is so hard for indie filmmakers to make it big. Do the world a favor and get a job a McDonalds or something so you can do something productive with your life! I feel like calling blockbuster to complain that they actually carried this film in their store.
3,"Awful!  Despite the good performance of Ed Harris, Diane Kruger, and the strong budget (the reason for the 3 stars), the movie is by far the worst I saw about a composer, and the worst edition of a masterpiece of music. I agree with some fictional stuff to upgrade a biography, that otherwise couldn't be so ""charming"". This was done in AMADEUS with best results, but this B copy here is a flaw. Beethoven had a strong personality, but was a sensible artist. Here in this movie however, he looks much more as Mike Tyson! I wonder also, whether despite his deafness, he heard all the whisperings in the last scenes (may be a cochlear implant?). I prefer to listen to the ninth on a CD with some nice maestro. Today most of them conduct modern Wagnerian orchestras. By the way: I gave Amadeus 10/10!"
3,"A movie about a mysterious love letter that puts a small town on its ear should be fun, romantic and easy-going entertainment. Instead this movie is more about things not said and not expressed, so it gets to the point where you are grateful anything is said at all, even if the dialogue is not exactly quotable.   SPOILER --  When the relationship that says the most is the one least seen on the screen (Danner and McEwan), you know you're in trouble. But those two actresses are a very welcome sight in a movie screaming for some genuine people.  END OF SPOILER  Capshaw is given the task of creating a character from not much and she is not entirely successful. Like I said above, the theme seems to be repression and I understand that is an element of life and love but I don't want to see a movie about it either, at least not this one.   I can't recommend this at all, despite the very talented cast who are left to fend for themselves."
4,"This is defiantly a DVD rental movie. I'm a big fan of the cast members but the storyline never really grabbed me. Don't expect ""Oh brother where art thou"" in any way shape or form. Funniest part in my opinion is when the war hero explains what happens over in the Argon. Seems like they were trying to copy some of Clooney's funny facial expressions from ""Oh brother where art thou"" but you could kind of tell they were trying for that. John Krasinski was the bright spot and was solid throughout. Renee Zellweger plays the part of a zealous reporter willing to do whatever for the story. Overall it's a movie worth watching at home."
9,"With the fairly recent release of Carlos Saura's 'Fados' in the United States (albiet a limited art house only release),it's high time for a re-release of this fine documentary on Amalia Rodrigues. This film is a treasure chest of vintage film clips of Amalia on Portugese & American television,as well as various other film clips,including one of her & her Mother that could easily reduce the most macho man to tears. I first saw this fine documentary a few years back,when it received the unjustified ""art house"" release (it deserved far better). Fortunately, various recordings exist of Amalia's best recordings on various ""budget line"" recordings (which are generally available in places such as K-Mart,or Best Buy),or if you do a little searching,one can fine some of the original releases,either on E-Bay,or one of those distribution services that specializes in pricey European imported CD's. There are at least two versions of this documentary in circulation (the original Portugese version,with no English subtitles, and the U.S. version in Portugese with English subtitles,except the European version cannot be played on most U.S.DVD players,due to the PAL colour line system). Not rated by the MPAA,but contains nothing to offend."
2,"I haven't reviewed on IMDb before but this documentary is so overrated that I felt compelled to vent. I wouldn't have even finished watching if I hadn't been a guest at someone's house. The film was poor on many levels: First - Treadwell's video footage was contrived. The more I watched, the more he seemed to be acting as a person desperate to be famous instead of one acting out of conviction.  Second - The others in the film, with the exception of Treadwell's parents and the airline pilot, were just as contrived and corny as he was. God, they seemed artificial.  Third - Treadwell's mission to protect the bears doesn't even make sense as he did more harm than good by making the bears grow accustomed to human presence. I believe that Treadwell really did love the bears but there is much research which indicates his efforts were misguided. Sometimes we have to sacrifice our enjoyment of wildlife to really help.  Fourth - The film's entertainment value wasn't half that of other wildlife films such as ""March of the Penguins"" and ""Winged Migration"". The filmmakers, in my opinion, did a poor job of sequencing scenes and gave little incentive to keep watching.  As a person who loves Alaska, bears, and other wildlife, I would love to see more people dedicated to the preservation of our wildlands. Hopefully their efforts will be less people-centered."
2,"How to take Charles Darwin's fantastic intellectual journey and turn it into a chick flick. His pivotal and seminal ideas and their radical influence on Western thought and capitalist society are untouched except for two brief scenes, in one of which it is claimed he is ""killing God""; pure demagoguery to make the movie emotional. And the rest of the movie buckles to that purpose: it consists entirely of melodramatic and long family scenes with overloud music at which one is beholden to cry. Anyone who actually read ""Origin Of Species"" would be vividly aware that there was no breach with God in any of Darwin's work; to the contrary, there was an increased awe and respect, and a revolutionary new way of looking at things. A good movie about Darwin could be educational, thoughtful, and deeply inspiring, even in a religious sense - but that would contradict the soap-opera intentions of this flick. This is a flick that is designed to make people wail in contrived sympathy and then feel transformed although unable to understand why; it makes fast use of Darwin's great name only as marketing clout, as one would drop a famous name at a party to create an impression. Sad that the sets and costumes are so good: production values, except for the writing, were obviously high. See it if you want to weep, for the loss of intelligence in American literature."
2,"This is only the fourth effort I’ve watched from this director (whom I met and found quite genial at the 2004 Venice Film Festival Italian B-movie retrospective) and also, possibly, the worst. As was the case with THE BRONX EXECUTIONER (1989), which preceded it, this is a prime example from the tail end of the Euro-Cult era – prime because it shows the depths to which the previously invigorating style had fallen by this time!   Here, in fact, we get a plot revolving around – I’m not kidding, folks – a killer phone! Pretty but bland Charlotte Lewis – in her third film after PIRATES (1986) and THE GOLDEN CHILD (1986) – is a model who, apparently, has just ended an affair; she keeps expecting her architect lover to call her back but, every time the phone rings, all she gets is static accompanied by voices from the beyond (or some such crap). She befriends a new tenant at her apartment block who, conveniently, knows of an authority on paranormal activity (William Berger) – who, hilariously, explains that the negative energy which is unleashed, say, during family arguments can manifest itself via home appliances into a deadly force (I swear I ain’t making this up)!   Among the highlights...er...lowpoints of the film are: the grumpy bartender from whose dingy place the heroine calls a couple of times (it seems that the chain-of-events can only be broken by having Lewis go through her paces again, EXTERMINATING ANGEL (1962)-style!), the sheer variety of preposterous-looking phones on display, the apparatus of the heroine’s photographer friend sneaking up on her before the kill, the sarcastic cop who greets Lewis on reporting the strange occurrences (“And what’s the toaster up to, I wonder?”), the would-be rapist killed by a barrage of coins shooting out from a telephone booth, and Berger’s own bloody demise (with the phone affecting the pacemaker he’s fitted with and causing the doctor’s heart to explode)!   The film’s climax is rather confusing and, apparently, finally sees all the ‘lost souls’ inhabiting a flock of doves and flying out the window of the ‘possessed’ office (a lonelyhearts service!). For what it’s worth, the score – by ex-Goblin Claudio Simonetti no less – is effective enough, despite the inclusion of dated heavy-metal numbers on the soundtrack."
